locality_symbol,שם יישוב,year,target_election,valid_votes,Other_raw_pct,Right_pct,Center_Left_pct,Haredi_pct,Arab_pct,אחוז עולי 1990+ מסך האוכלוסייה,ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים),gini_wage_2019,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",avg_monthly_wage,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,gender_wage_ratio,"צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר","ריבוי טבעי ל-1,000 תושבים",אחוז באוכלוסייה בסוף השנה בני 4-0,אחוז באוכלוסייה בסוף השנה בני 44-30,"נישאים שיעור ל-1,000 תושבים לא נשואים בני 15 ומעלה",השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,"מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר ל-1,000 תושבים",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,"יחס תלות (ל-1,000 תושבים בלתי תלויים)",עובדי הוראה ממוצע שעות עבודה לשבוע,אחוז באוכלוסייה בסוף השנה בני 59-45,מקבלי דמי אבטלה (ממוצע חודשי) גברים,יהודים (אחוזים מתוך יהודים ואחרים),מוסלמים (אחוזים מתוך האוכלוסייה הערבית),יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים),נכנסים מיישובים אחרים גיל 64-30,type_Arab/Non-Jewish,type_Cities,type_Kibbutzim,type_Moshavim,type_other,type_Druze_Majority
2630,קריית גת,2022,Knesset_25,30846,1.4847954353887052,51.39528761353166,24.095037514808475,24.440568645517967,0.0691062261418981,21.6,,0.37,3.09,49.7,9446.74,40.64,9.2,1.4924398467332225,4065.3,18.72,12.3,19.11,37.6,17.28,64.94702665993971,32.04,52.65,38.62,68.06,998.0,31.59,12.37,276.75,93.4,,99.8,1293,0,1,0,0,0,0
2640,ראש העין,2019,Knesset_21,30954,0.3909026297085998,49.95945902117861,41.62423377550027,8.364414750429734,0.0518924528913826,7.9,0.1,0.42,2.65,55.3,11269.58,41.0,12.5,1.4862504348358785,4864.0,15.02,10.8,24.29,28.8,34.39,18.57231790827973,8.14,67.95,38.45,75.25,823.6,29.5,15.01,267.0,96.8,84.4,99.9,1285,0,1,0,0,0,0
2640,ראש העין,2019,Knesset_22,31909,0.3478642389294556,43.41468016856406,45.43053022202655,11.08874771998239,0.0660418894270079,7.9,0.1,0.42,2.65,55.3,11269.58,41.0,12.5,1.4862504348358785,4864.0,15.02,10.8,24.29,28.8,34.39,18.57231790827973,8.14,67.95,38.45,75.25,823.6,29.5,15.01,267.0,96.8,84.4,99.9,1285,0,1,0,0,0,0
2640,ראש העין,2020,Knesset_23,33216,0.0873073217726397,45.77394763009613,42.38707927803056,11.709404284810317,0.1295688070630066,7.4,0.1,0.42,2.77,54.8,11653.53602847552,39.0,14.92,1.5548760511084416,4264.7,19.07,12.39,23.34,32.5,35.6,21.91529634449308,7.92,70.61,39.02,79.71,765.0,30.0,15.56,1785.0,97.2,84.4,99.9,2713,0,1,0,0,0,0
2640,ראש העין,2021,Knesset_24,34737,1.7560526240032244,51.161836668913175,38.8695168048759,9.898320977525128,0.0703255486857913,7.68,0.1,0.42,2.79,54.4,13391.19,39.0,15.1,1.4967774908592957,4516.9,21.12,12.3,23.51,24.0,36.65,22.41420217442883,7.67,73.51,39.69,80.49,793.0,30.5,15.29,1080.0,96.8,84.4,99.9,2155,0,1,0,0,0,0
2640,ראש העין,2022,Knesset_25,37984,1.532224094355518,47.41992406823165,41.59670605849954,10.855034490134218,0.1283353831345917,7.7,,0.42,2.7,54.5,14352.87,40.12,14.0,1.5160907149075833,4647.9,16.89,11.6,23.34,30.8,38.21,22.46250695421571,8.35,70.63,40.83,79.5,818.0,30.57,15.3,227.33,96.7,,99.9,1455,0,1,0,0,0,0
2650,רמת השרון,2019,Knesset_21,26963,0.2781589585728591,23.713180601011604,72.30362987206188,3.704254686105326,0.2789348408211841,5.5,0.1,0.51,3.28,33.3,14348.31,43.0,16.21,1.5266499146099122,2921.5,1.95,5.8,14.29,11.8,55.9,13.570874658177217,4.17,74.58,43.39,79.26,1058.3,29.4,20.37,123.0,98.5,87.0,99.9,698,0,1,0,0,0,0
2650,רמת השרון,2019,Knesset_22,26900,0.2267657992565055,20.455307574797867,74.69354297850144,4.575431275382838,0.2757181713178583,5.5,0.1,0.51,3.28,33.3,14348.31,43.0,16.21,1.5266499146099122,2921.5,1.95,5.8,14.29,11.8,55.9,13.570874658177217,4.17,74.58,43.39,79.26,1058.3,29.4,20.37,123.0,98.5,87.0,99.9,698,0,1,0,0,0,0
2650,רמת השרון,2020,Knesset_23,27048,0.0887311446317657,22.02486678507993,72.89076376554175,4.521906453522795,0.5624629958555358,5.5,0.1,0.51,2.63,32.9,16947.255423342925,40.85,21.2,1.744837044207809,2853.4,4.05,6.84,17.46,13.8,56.6,15.23825559858562,4.22,79.69,46.23,81.83,1018.0,29.7,18.73,970.0,98.3,87.0,99.9,783,0,1,0,0,0,0
2650,רמת השרון,2021,Knesset_24,26955,1.0795770728992764,25.603810381038105,70.47329732973297,3.731623162316232,0.1912691269126912,5.67,0.1,0.51,2.74,32.4,19954.29,42.0,19.3,1.7346709173151764,2880.9,5.59,6.51,16.63,9.3,57.53,16.010006253908692,4.07,82.1,45.23,84.97,1026.0,30.2,19.44,599.0,98.2,87.0,99.9,867,0,1,0,0,0,0
2650,רמת השרון,2022,Knesset_25,27275,1.0852428964252978,20.237962860002224,74.65436079914008,4.629526668890619,0.4781496719670854,5.8,,0.51,2.72,31.8,21471.74,42.91,18.3,1.737587399076949,2881.8,2.52,6.2,16.05,13.4,58.54,16.811777210328408,4.39,80.28,48.82,83.92,1014.0,30.54,19.97,81.33,98.1,,99.9,820,0,1,0,0,0,0
2660,יבנה,2019,Knesset_21,24483,0.5881632152922436,54.1969678294096,37.04342824273799,8.702083076543818,0.0575208513085993,9.7,0.2,0.42,2.92,48.9,10496.54,41.0,13.56,1.5867433603355554,1979.5,14.08,10.1,23.24,32.3,29.65,16.197488090082288,14.94,70.43,36.61,79.77,957.4,30.6,13.78,166.0,97.0,96.8,99.8,793,0,1,0,0,0,0
2660,יבנה,2019,Knesset_22,24541,0.7253168167556334,45.376185198867134,42.47013914542544,12.100316053031236,0.0533596026761893,9.7,0.2,0.42,2.92,48.9,10496.54,41.0,13.56,1.5867433603355554,1979.5,14.08,10.1,23.24,32.3,29.65,16.197488090082288,14.94,70.43,36.61,79.77,957.4,30.6,13.78,166.0,97.0,96.8,99.8,793,0,1,0,0,0,0
2660,יבנה,2020,Knesset_23,25019,0.0999240577161357,50.67616227894695,37.28894934784349,11.942866287909098,0.0920220853004721,9.7,0.2,0.42,2.71,48.9,10829.263638465094,39.8,14.25,1.6535297728667897,3045.0,14.78,11.27,22.7,30.9,31.5,20.868448511116462,14.02,73.23,37.28,86.42,905.0,31.2,13.8,1188.0,97.2,96.8,99.9,1209,0,1,0,0,0,0
2660,יבנה,2021,Knesset_24,24572,1.4772912257854467,55.32240076004792,33.82626296005618,10.801767937543888,0.0495683423520178,9.98,0.2,0.42,2.81,48.4,12230.38,40.0,14.1,1.5590256116008556,1837.8,15.41,11.29,22.93,22.3,32.59,22.46478216251516,13.22,72.82,37.2,87.03,936.0,31.9,13.68,738.0,96.8,96.8,99.9,1799,0,1,0,0,0,0
2660,יבנה,2022,Knesset_25,28426,1.5056638288890452,50.97864133152368,36.47760554325309,12.450889349239231,0.0928637759839988,9.9,,0.42,2.63,48.7,13205.99,40.02,12.8,1.598397663193433,1928.3,14.86,10.9,23.01,34.8,34.32,22.976273973927974,13.29,72.79,38.87,85.11,952.0,31.56,13.76,142.17,96.7,,99.8,1388,0,1,0,0,0,0
267,כפר שמריהו,2019,Knesset_21,1211,0.1651527663088356,19.685690653432587,79.3217535153019,0.8271298593879239,0.1654259718775848,12.3,0.8,0.59,,24.5,16403.42,46.0,22.08,2.0680146581823737,,0.0,4.6,13.32,12.3,46.97,3.9467192895905283,0.76,,,,1019.9,,20.18,,96.5,100.0,99.2,36,0,0,0,0,1,0
267,כפר שמריהו,2019,Knesset_22,1178,0.6791171477079796,17.094017094017094,81.7094017094017,1.0256410256410255,0.1709401709401709,12.3,0.8,0.59,,24.5,16403.42,46.0,22.08,2.0680146581823737,,0.0,4.6,13.32,12.3,46.97,3.9467192895905283,0.76,,,,1019.9,,20.18,,96.5,100.0,99.2,36,0,0,0,0,1,0
267,כפר שמריהו,2020,Knesset_23,1235,0.0,20.16194331983806,78.46153846153847,0.97165991902834,0.4048582995951417,10.9,0.8,0.59,,24.0,16403.42,39.15,22.88,2.0680146581823737,,-4.66,4.99,12.83,9.9,49.2,4.675324675324675,0.75,,,,997.0,,19.64,28.0,96.4,100.0,99.1,48,0,0,0,0,1,0
267,כפר שמריהו,2021,Knesset_24,1232,0.487012987012987,20.39151712887439,78.62969004893964,0.3262642740619902,0.6525285481239804,11.19,0.8,0.59,2.66,24.0,26822.45,40.0,20.7,2.829449656240748,,0.0,4.88,11.65,11.0,50.98,7.186858316221766,0.75,76.67,41.94,80.0,1038.0,27.9,20.17,17.0,96.6,100.0,99.1,56,0,0,0,0,1,0
267,כפר שמריהו,2022,Knesset_25,1243,0.3218020917135961,16.38418079096045,81.7594834543987,0.8071025020177561,1.0492332526230832,11.7,,0.59,,24.0,30650.44,41.19,21.7,3.152731256913708,,2.05,4.6,11.48,17.9,53.3,6.663488695135141,0.75,94.29,,97.14,1047.0,27.9,19.89,17.0,95.8,,99.3,55,0,0,0,0,1,0
27,שדות מיכה,2019,Knesset_21,195,1.0256410256410255,68.39378238341969,11.917098445595856,19.68911917098445,0.0,,,0.45,,53.4,13635.12,42.0,,1.5550692389364538,,,,,,,,2.0,,,,,,,17.0,,,,,0,0,0,1,0,0
27,שדות מיכה,2019,Knesset_22,186,10.21505376344086,55.68862275449101,10.778443113772456,33.532934131736525,0.0,,,0.45,,53.4,13635.12,42.0,,1.5550692389364538,,,,,,,,2.0,,,,,,,17.0,,,,,0,0,0,1,0,0
27,שדות מיכה,2020,Knesset_23,202,0.0,61.88118811881188,11.386138613861387,26.73267326732673,0.0,,,0.45,,52.5,13635.12,39.55,,1.5550692389364538,,,,,,,,2.05,,,,,,,140.0,,,,,0,0,0,1,0,0
27,שדות מיכה,2021,Knesset_24,183,0.0,63.387978142076506,9.289617486338798,27.322404371584703,0.0,,,0.45,,52.0,16054.71,40.0,,1.5492574618449442,,,,,,,,1.72,,,,,,,93.0,,,,,0,0,0,1,0,0
27,שדות מיכה,2022,Knesset_25,206,0.9708737864077668,57.84313725490197,7.84313725490196,34.31372549019608,0.0,,,0.45,,51.0,17591.07,41.94,,1.5321216511031788,,,,,,,,1.26,,,,,,,13.83,,,,,0,0,0,1,0,0
2710,אום אל-פחם,2019,Knesset_21,15533,0.4506534474988733,1.3322123779344242,6.072560305244778,0.1681433098363836,92.42708400698442,0.4,99.9,0.38,3.07,73.2,5869.82,40.0,11.82,1.6059821430652306,2284.4,15.98,9.6,18.36,57.3,8.52,40.45921205684519,25.98,44.16,31.36,59.4,797.1,32.0,15.6,279.0,43.4,100.0,0.1,100,1,0,0,0,0,0
2710,אום אל-פחם,2019,Knesset_22,17854,0.8625518091184049,0.4406779661016949,2.8022598870056497,0.096045197740113,96.66101694915254,0.4,99.9,0.38,3.07,73.2,5869.82,40.0,11.82,1.6059821430652306,2284.4,15.98,9.6,18.36,57.3,8.52,40.45921205684519,25.98,44.16,31.36,59.4,797.1,32.0,15.6,279.0,43.4,100.0,0.1,100,1,0,0,0,0,0
2710,אום אל-פחם,2020,Knesset_23,22409,0.3480744343790442,0.35376830415118,0.716492767901124,0.0582150373919663,98.87152389055574,0.0,99.9,0.38,3.02,72.6,5903.9263047257145,35.84,11.39,1.7473476437207007,2187.4,15.84,9.8,17.91,53.7,8.8,38.62479525159836,25.86,47.18,34.91,63.31,835.0,31.8,15.17,2033.0,43.4,100.0,0.1,36,1,0,0,0,0,0
2710,אום אל-פחם,2021,Knesset_24,11972,0.5429335115268961,1.604098429495255,3.5441337028638618,0.1175778953556731,94.7341899722852,0.03,99.9,0.38,3.12,71.9,7360.71,37.0,12.8,1.6142166960456343,2221.1,16.36,9.68,17.91,45.0,9.68,35.9415364876814,24.53,47.95,37.46,67.32,809.0,31.9,15.46,1459.0,43.4,100.0,0.1,63,1,0,0,0,0,0
2710,אום אל-פחם,2022,Knesset_25,14451,0.6989135699951561,0.940766550522648,1.5470383275261326,0.3832752613240418,97.12891986062718,0.03,99.9,0.38,3.04,71.3,7717.93,38.92,13.1,1.6544561552648265,2259.2,16.64,9.5,17.97,51.9,10.52,34.38193402384712,26.23,49.21,41.47,69.82,783.0,32.15,15.63,226.67,,100.0,,68,1,0,0,0,0,0
2720,טירה,2019,Knesset_21,10560,0.5681818181818182,2.3714285714285714,27.75238095238095,0.1142857142857143,69.76190476190476,0.6,99.8,0.37,3.17,75.1,6984.08,43.0,17.31,1.32890119820211,2261.9,12.68,8.6,20.13,45.1,16.47,19.906710250853934,29.32,49.71,35.59,62.48,757.5,31.7,15.77,54.0,50.3,99.9,0.2,67,1,0,0,0,0,0
2720,טירה,2019,Knesset_22,12059,0.6385272410647649,0.4172926055750292,8.254047738274078,0.1335336337840093,91.19512602236688,0.6,99.8,0.37,3.17,75.1,6984.08,43.0,17.31,1.32890119820211,2261.9,12.68,8.6,20.13,45.1,16.47,19.906710250853934,29.32,49.71,35.59,62.48,757.5,31.7,15.77,54.0,50.3,99.9,0.2,67,1,0,0,0,0,0
2720,טירה,2020,Knesset_23,13153,0.1900707063027446,0.2666057282145033,2.742230347349177,0.1904326630103595,96.80073126142597,0.1,99.8,0.37,3.17,74.5,7073.919937328633,36.08,18.13,1.3855112176742592,2277.6,14.18,9.09,19.64,49.5,17.3,18.308921438082557,29.52,50.29,40.65,63.99,747.0,32.0,15.97,760.0,50.3,99.9,0.2,43,1,0,0,0,0,0
2720,טירה,2021,Knesset_24,8690,0.3797468354430379,1.6287397481806631,9.333487351276425,0.0577567286588887,88.98001617188402,0.11,99.7,0.37,3.32,74.1,8488.25,37.0,21.3,1.3750720835830346,2307.8,11.06,8.79,19.86,38.1,18.0,16.902745327102803,28.3,57.17,44.94,70.39,741.0,32.2,15.83,469.0,50.3,99.9,0.2,48,1,0,0,0,0,0
2720,טירה,2022,Knesset_25,11912,0.4365345869711216,0.5143338954468802,2.672849915682968,0.0505902192242833,96.76222596964588,0.1,99.7,0.37,3.28,73.6,9025.63,42.04,21.8,1.3906151012891346,2340.4,12.57,8.6,20.07,49.5,18.76,15.718056197985643,29.33,51.75,48.98,68.45,730.0,32.33,15.94,45.75,,99.9,,62,1,0,0,0,0,0
2730,טייבה,2019,Knesset_21,16809,0.4699863168540663,0.5618649133293485,9.09145248057382,0.675433353257621,89.67124925283922,0.4,99.9,0.37,2.74,73.4,6533.4,41.0,17.88,1.3338754684461172,2443.1,13.03,8.8,19.04,43.0,13.49,39.05438171111881,20.85,60.63,40.2,74.28,778.7,31.7,16.36,151.0,40.8,100.0,0.1,96,1,0,0,0,0,0
2730,טייבה,2019,Knesset_22,18463,0.5687049775226127,0.4412245342629916,4.12899008606602,0.2560191742019828,95.173766205469,0.4,99.9,0.37,2.74,73.4,6533.4,41.0,17.88,1.3338754684461172,2443.1,13.03,8.8,19.04,43.0,13.49,39.05438171111881,20.85,60.63,40.2,74.28,778.7,31.7,16.36,151.0,40.8,100.0,0.1,96,1,0,0,0,0,0
2730,טייבה,2020,Knesset_23,19991,0.265119303686659,0.2106530243755642,1.1084361520714214,0.1153576085866185,98.5655532149664,0.1,99.9,0.37,2.65,72.3,6494.542222846705,37.0,17.81,1.427920227920228,2358.2,13.46,9.57,17.84,53.0,14.1,38.71257149265448,19.56,62.1,44.54,77.57,849.0,31.7,15.71,1439.0,40.8,100.0,0.1,66,1,0,0,0,0,0
2730,טייבה,2021,Knesset_24,12517,0.4074458736118878,0.8824001283491096,5.823840847104123,0.5936146317984918,92.70014439274829,0.06,99.9,0.37,2.74,71.6,7740.48,38.0,19.5,1.3834607123232927,2400.7,14.07,9.48,17.96,31.5,15.08,35.51599541729091,18.85,70.53,47.13,86.73,833.0,31.8,15.64,966.0,40.8,100.0,0.1,69,1,0,0,0,0,0
2730,טייבה,2022,Knesset_25,17401,0.2758462157347279,0.4667780787183772,2.1610096236961907,0.1728807698956952,97.19933152768974,0.1,99.9,0.37,2.77,70.9,8248.54,40.01,19.2,1.407553714944204,2434.1,13.78,9.2,18.04,45.5,16.01,34.028320863163344,19.62,62.23,52.01,84.41,817.0,32.17,15.73,117.75,,100.0,,73,1,0,0,0,0,0
28,מזכרת בתיה,2019,Knesset_21,8065,0.5083694978301302,41.00199401794617,57.128614157527416,1.8070787637088732,0.0623130608175473,,,0.44,2.43,63.3,13397.33,41.0,14.68,1.6093974014118435,,,,,,53.79,,0.86,78.86,43.34,83.89,,31.3,,24.0,,,,,0,1,0,0,0,0
28,מזכרת בתיה,2019,Knesset_22,7945,0.8181246066708621,35.69796954314721,61.5736040609137,2.639593908629441,0.0888324873096446,,,0.44,2.43,63.3,13397.33,41.0,14.68,1.6093974014118435,,,,,,53.79,,0.86,78.86,43.34,83.89,,31.3,,24.0,,,,,0,1,0,0,0,0
28,מזכרת בתיה,2020,Knesset_23,8079,0.2351776209926971,39.87593052109181,57.02233250620348,2.9280397022332507,0.173697270471464,6.7,,0.44,2.58,64.0,14473.876830642132,39.97,18.06,1.6953052514381146,2032.9,9.02,7.39,17.9,19.2,55.0,7.685682104286755,0.52,84.36,30.32,88.36,892.0,32.3,19.46,159.0,98.6,,99.9,215,0,1,0,0,0,0
28,מזכרת בתיה,2021,Knesset_24,8104,1.6041461006910167,44.795585653373465,52.70880361173816,2.3702031602708806,0.1254075746175069,6.7,,0.44,5.99,63.8,15813.63,40.0,18.2,1.752260079529827,2077.4,9.57,6.89,17.54,10.4,56.34,6.872406639004149,0.5,83.39,49.73,87.86,892.0,32.4,19.85,91.0,98.6,,99.9,322,0,1,0,0,0,0
28,מזכרת בתיה,2022,Knesset_25,8483,1.591418130378404,38.40440824149497,58.2534738859607,3.1983708672735984,0.1437470052707235,6.7,,0.44,2.84,63.6,16709.38,40.22,16.8,1.6866150652826777,2117.8,8.03,6.6,16.85,20.8,58.19,5.850206728500808,1.18,83.11,51.06,89.4,901.0,32.29,20.21,13.42,98.6,,99.9,284,0,1,0,0,0,0
2800,קריית שמונה,2019,Knesset_21,10937,0.7497485599341683,67.78443113772455,25.84983878397052,6.245969599263013,0.1197604790419161,13.9,4.2,0.38,3.93,73.1,8370.9,42.0,18.31,1.5219106575608343,1686.4,7.35,6.6,17.33,29.7,14.34,25.851405953657128,25.27,51.31,35.78,63.4,710.4,31.5,16.07,133.0,93.6,33.8,95.8,374,0,1,0,0,0,0
2800,קריית שמונה,2019,Knesset_22,10908,0.4675467546754675,61.50870406189555,28.49774339136041,9.80012894906512,0.1934235976789168,13.9,4.2,0.38,3.93,73.1,8370.9,42.0,18.31,1.5219106575608343,1686.4,7.35,6.6,17.33,29.7,14.34,25.851405953657128,25.27,51.31,35.78,63.4,710.4,31.5,16.07,133.0,93.6,33.8,95.8,374,0,1,0,0,0,0
2800,קריית שמונה,2020,Knesset_23,11131,0.2964693199173479,63.80428906109209,25.662281492160748,10.254099837808614,0.2793296089385474,14.2,4.2,0.38,4.26,73.0,8294.706410653453,39.7,17.89,1.590566037735849,1554.9,8.78,7.6,17.49,27.1,15.5,29.602468362920895,24.24,57.6,39.78,73.39,744.0,31.6,17.18,747.0,92.4,33.8,96.6,197,0,1,0,0,0,0
2800,קריית שמונה,2021,Knesset_24,10393,1.0199172519965365,68.53310002916302,21.483425682900748,9.827938174394868,0.1555361135413628,14.02,4.2,0.38,4.35,72.5,8979.5,40.0,17.3,1.4370551903744422,1552.9,7.07,7.2,17.62,20.3,16.71,29.056232091690546,22.81,59.04,43.44,75.9,740.0,32.7,16.99,521.0,92.3,33.8,96.6,257,0,1,0,0,0,0
2800,קריית שמונה,2022,Knesset_25,11257,1.2969707737407834,65.01665016650166,22.959229592295923,11.781117811178111,0.2430024300243002,13.8,,0.38,4.25,72.2,9373.69,41.67,17.6,1.4663695630969422,1563.9,7.72,6.9,17.59,30.7,18.38,30.454636596158622,24.58,59.06,47.4,75.72,738.0,32.1,16.87,134.08,92.3,,96.7,284,0,1,0,0,0,0
29,יסוד המעלה,2019,Knesset_21,893,0.3359462486002239,31.34831460674157,67.86516853932584,0.5617977528089888,0.2247191011235955,,,0.45,,59.9,10914.55,36.0,11.29,1.615457666826328,,,,,,46.29,,1.74,,,,,,,17.0,,,,,0,0,0,0,1,0
29,יסוד המעלה,2019,Knesset_22,867,0.922722029988466,27.47380675203725,71.24563445867288,1.1641443538998837,0.1164144353899883,,,0.45,,59.9,10914.55,36.0,11.29,1.615457666826328,,,,,,46.29,,1.74,,,,,,,17.0,,,,,0,0,0,0,1,0
29,יסוד המעלה,2020,Knesset_23,889,0.0,31.833520809898765,66.59167604049495,1.4623172103487063,0.1124859392575928,3.6,,0.45,,60.0,10914.55,36.37,14.26,1.615457666826328,,9.74,7.5,15.96,35.4,45.9,407.15502555366265,2.31,,,,801.0,,19.82,83.0,98.1,,100.0,46,0,0,0,0,1,0
29,יסוד המעלה,2021,Knesset_24,917,2.1810250817884405,38.684503901895205,60.535117056856194,0.6688963210702341,0.1114827201783723,3.94,,0.45,3.19,60.2,12741.75,37.0,15.9,1.6295657043938698,,11.22,7.54,16.46,14.5,46.29,409.0909090909091,2.12,80.56,53.33,80.56,783.0,29.7,19.57,52.0,98.1,,100.0,59,0,0,0,0,1,0
29,יסוד המעלה,2022,Knesset_25,890,1.4606741573033708,32.155074116305585,64.88027366020525,2.508551881413911,0.4561003420752565,3.9,,0.45,,60.5,13279.69,36.46,10.7,1.626240543866571,,6.11,6.8,16.74,13.4,47.17,440.01157046860396,2.07,68.18,,77.27,789.0,29.7,19.63,10.08,97.9,,100.0,51,0,0,0,0,1,0
3000,ירושלים,2019,Knesset_21,260049,0.3364750489330856,40.84707570975484,21.127505073811417,37.19701821942016,0.8284009970135894,8.3,39.9,0.43,2.37,42.0,7990.49,39.0,10.8,1.285309915716768,8155.3,21.43,11.7,16.45,47.5,16.35,125.9386249642637,15.26,32.99,26.72,38.32,1037.8,27.5,11.62,1736.0,97.9,96.6,60.1,3014,0,1,0,0,0,0
3000,ירושלים,2019,Knesset_22,259977,0.3169511149063186,35.65499917037426,21.879738995882743,41.08306675979055,1.382195073952453,8.3,39.9,0.43,2.37,42.0,7990.49,39.0,10.8,1.285309915716768,8155.3,21.43,11.7,16.45,47.5,16.35,125.9386249642637,15.26,32.99,26.72,38.32,1037.8,27.5,11.62,1736.0,97.9,96.6,60.1,3014,0,1,0,0,0,0
3000,ירושלים,2020,Knesset_23,261589,0.1574989774034841,36.56447543236962,19.881919158271977,41.51628971923255,2.0373156901258533,7.9,38.6,0.43,2.48,42.0,8011.858672394888,36.5,10.88,1.3056202679091438,7544.5,22.23,12.37,16.68,49.8,16.8,139.15590512106934,15.13,32.23,28.94,37.91,1094.0,27.6,11.48,25162.0,97.6,96.5,61.4,2933,0,1,0,0,0,0
3000,ירושלים,2021,Knesset_24,248649,0.9607921206198295,40.331357102249655,18.70177860797531,39.68813449200033,1.2787297977747096,7.92,38.9,0.43,2.49,41.6,9153.32,37.0,10.8,1.275984238143492,7662.3,22.66,12.25,16.69,47.2,17.22,142.05710973804867,14.69,33.84,30.7,39.43,1090.0,28.0,11.53,15570.0,97.6,96.5,61.1,2971,0,1,0,0,0,0
3000,ירושלים,2022,Knesset_25,264700,0.8964865885908576,35.58154517072204,20.0204325136185,42.495816290355165,1.902206025304296,8.1,39.2,0.43,2.48,41.3,9505.2,38.02,11.5,1.2874090650649483,7785.3,21.38,12.0,16.73,51.1,17.11,145.34009150531978,15.68,33.34,31.98,37.97,1076.0,28.19,11.62,1564.17,97.4,96.6,60.8,3215,0,1,0,0,0,0
31,אופקים,2019,Knesset_21,13557,0.7228737921369035,48.614310127052526,15.818411471877557,35.54498848354261,0.0222899175273051,,,0.46,2.77,65.9,9398.05,38.0,5.85,1.6378328818503856,,,,,,12.26,,1.88,39.81,24.07,50.24,,28.0,,28.0,,,,,0,1,0,0,0,0
31,אופקים,2019,Knesset_22,14102,0.4538363352715927,41.81507337227525,19.497079356033623,38.60236500926058,0.0854822624305456,,,0.46,2.77,65.9,9398.05,38.0,5.85,1.6378328818503856,,,,,,12.26,,1.88,39.81,24.07,50.24,,28.0,,28.0,,,,,0,1,0,0,0,0
31,אופקים,2020,Knesset_23,14546,0.1512443283376873,45.13219498760672,16.352244560727073,38.39162765078491,0.1239328008812999,17.5,,0.46,2.89,65.8,8086.333075982758,36.12,7.24,1.6927512355848435,1990.8,24.11,13.97,18.55,44.5,13.8,62.17170941483643,2.23,39.3,27.61,51.86,952.0,28.7,12.69,158.0,93.4,,99.3,572,0,1,0,0,0,0
31,אופקים,2021,Knesset_24,13757,0.9013593079886604,46.61483165847576,13.577349079439596,39.675786694051205,0.1320325680334482,16.89,,0.46,2.88,66.6,11315.65,37.0,7.9,1.6412597040348706,2079.1,23.56,13.93,19.29,41.3,15.35,60.001764757786994,2.32,37.12,30.27,53.65,962.0,29.9,12.26,94.0,93.4,,99.3,609,0,1,0,0,0,0
31,אופקים,2022,Knesset_25,16284,0.7184966838614592,48.889713614152285,12.46984598255706,38.41157914269809,0.2288612605925651,16.3,,0.46,2.86,66.7,11870.41,36.96,8.0,1.5871693875825652,2171.3,24.17,13.7,19.77,50.9,16.8,55.62418218370119,3.13,39.34,29.36,52.13,983.0,29.57,11.96,20.0,93.4,,99.3,621,0,1,0,0,0,0
32,עוצם,2019,Knesset_21,324,0.0,41.04938271604938,7.716049382716049,51.23456790123457,0.0,,,0.47,,54.1,14165.7,43.0,,1.708043849385226,,,,,,,,1.94,,,,,,,11.0,,,,,0,0,0,1,0,0
32,עוצם,2019,Knesset_22,342,0.8771929824561403,36.87315634218289,5.3097345132743365,57.817109144542776,0.0,,,0.47,,54.1,14165.7,43.0,,1.708043849385226,,,,,,,,1.94,,,,,,,11.0,,,,,0,0,0,1,0,0
32,עוצם,2020,Knesset_23,362,0.0,41.43646408839779,5.248618784530387,53.31491712707182,0.0,,,0.47,,54.2,14165.7,38.97,,1.708043849385226,,,,,,,,2.24,,,,,,,82.0,,,,,0,0,0,1,0,0
32,עוצם,2021,Knesset_24,350,0.2857142857142857,50.429799426934096,2.865329512893983,46.70487106017192,0.0,,,0.47,,55.4,17528.91,40.0,,1.7577213855917648,,,,,,,,1.4,,,,,,,54.0,,,,,0,0,0,1,0,0
32,עוצם,2022,Knesset_25,383,0.5221932114882507,48.031496062992126,3.149606299212598,48.81889763779528,0.0,,,0.47,,55.6,18556.6,43.9,,1.672422695488214,,,,,,,,1.36,,,,,,,13.75,,,,,0,0,0,1,0,0
33,בת שלמה,2019,Knesset_21,355,1.1267605633802815,26.495726495726498,72.07977207977207,0.8547008547008548,0.5698005698005698,,,0.44,,65.8,11492.93,40.0,,1.5745112621829045,,,,,,,,1.89,,,,,,,82.0,,,,,0,0,0,1,0,0
