locality_symbol,שם יישוב,year,target_election,valid_votes,Other_raw_pct,Right_pct,Center_Left_pct,Haredi_pct,Arab_pct,אחוז עולי 1990+ מסך האוכלוסייה,ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים),gini_wage_2019,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",avg_monthly_wage,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,gender_wage_ratio,"צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר","ריבוי טבעי ל-1,000 תושבים",אחוז באוכלוסייה בסוף השנה בני 4-0,אחוז באוכלוסייה בסוף השנה בני 44-30,"נישאים שיעור ל-1,000 תושבים לא נשואים בני 15 ומעלה",השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,"מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר ל-1,000 תושבים",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,"יחס תלות (ל-1,000 תושבים בלתי תלויים)",עובדי הוראה ממוצע שעות עבודה לשבוע,אחוז באוכלוסייה בסוף השנה בני 59-45,מקבלי דמי אבטלה (ממוצע חודשי) גברים,יהודים (אחוזים מתוך יהודים ואחרים),מוסלמים (אחוזים מתוך האוכלוסייה הערבית),יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים),נכנסים מיישובים אחרים גיל 64-30,type_Arab/Non-Jewish,type_Cities,type_Kibbutzim,type_Moshavim,type_other,type_Druze_Majority
1161,רהט,2021,Knesset_24,16887,3.772132409545805,7.212307692307693,4.264615384615385,0.1476923076923076,88.3753846153846,0.04,99.8,0.34,3.1,80.7,7306.02,34.0,10.9,1.5818543720609994,2356.6,29.75,16.41,15.05,55.8,8.49,180.52913939425738,49.1,41.74,32.79,63.35,1265.0,32.9,8.53,816.0,63.1,100.0,0.3,89,1,0,0,0,0,0
1161,רהט,2022,Knesset_25,23024,0.6080611535788742,1.8484530676455164,6.668414612829925,0.1573151546932354,91.32581716483132,0.04,99.7,0.34,3.1,79.6,7712.3,34.4,10.6,1.57706400453521,2444.0,29.88,16.4,15.16,59.8,8.86,172.73400607307318,51.22,38.53,33.95,65.31,1249.0,32.8,8.64,209.92,48.2,100.0,0.3,109,1,0,0,0,0,0
1192,ערערה-בנגב,2019,Knesset_21,4593,0.6313956020030481,1.621384750219106,3.374233128834356,1.6432953549517966,93.36108676599474,0.3,99.9,0.35,3.56,76.7,5924.15,34.0,5.53,2.036407909487639,1476.2,31.35,15.9,14.83,54.4,7.26,235.92195498889208,61.97,13.51,26.92,25.41,1229.8,34.0,8.88,52.0,34.3,100.0,0.1,,1,0,0,0,0,0
1192,ערערה-בנגב,2019,Knesset_22,4356,1.6299357208448118,2.0070011668611434,4.784130688448075,0.4434072345390898,92.76546091015167,0.3,99.9,0.35,3.56,76.7,5924.15,34.0,5.53,2.036407909487639,1476.2,31.35,15.9,14.83,54.4,7.26,235.92195498889208,61.97,13.51,26.92,25.41,1229.8,34.0,8.88,52.0,34.3,100.0,0.1,,1,0,0,0,0,0
1192,ערערה-בנגב,2020,Knesset_23,5087,0.7076862590918026,0.3365670164323896,3.0884973272619285,0.1385864185309839,96.43634923777468,0.0,99.9,0.35,3.23,75.9,6229.447850318471,32.21,5.35,1.9997367728349569,1351.2,31.97,16.8,13.91,46.8,7.8,258.0202617138033,62.43,27.18,74.77,53.16,1447.0,34.0,7.15,339.0,34.3,100.0,0.1,12,1,0,0,0,0,0
1192,ערערה-בנגב,2021,Knesset_24,4353,0.5513439007580978,1.7787017787017787,1.3398013398013398,0.1386001386001386,96.74289674289676,0.0,99.9,0.35,3.36,76.8,7996.42,33.0,6.8,1.815410544136069,1403.2,35.31,17.05,14.06,59.7,7.96,244.79219591504926,58.7,20.83,33.73,68.64,1419.0,34.3,7.21,261.0,34.3,100.0,0.1,14,1,0,0,0,0,0
1192,ערערה-בנגב,2022,Knesset_25,5567,0.5388898868331238,0.7404731804226115,0.8307747877912226,0.1083619288423334,98.32039010294385,0.0,99.9,0.35,3.34,77.8,8263.89,32.56,8.6,1.8440209817813955,1453.0,32.4,17.2,14.45,52.9,8.38,240.32528798064445,62.17,25.58,36.92,70.28,1384.0,34.29,7.32,74.17,,100.0,,24,1,0,0,0,0,0
1200,מודיעין-מכבים-רעות*,2019,Knesset_21,47837,0.3804586408010535,40.24341622075333,57.87010806840836,1.783653341726996,0.1028223691113209,11.4,0.1,0.45,2.96,35.9,14092.2,42.0,1.95,1.5841977321384937,2018.8,8.05,6.6,15.66,20.7,54.79,20.898887920873264,6.85,85.96,47.49,90.92,866.6,31.3,21.82,272.0,97.8,88.4,99.9,2010,0,1,0,0,0,0
1200,מודיעין-מכבים-רעות*,2019,Knesset_22,47271,0.4019377631105752,35.27962447696523,61.97404473142032,2.601898855164504,0.1444319364499479,11.4,0.1,0.45,2.96,35.9,14092.2,42.0,1.95,1.5841977321384937,2018.8,8.05,6.6,15.66,20.7,54.79,20.898887920873264,6.85,85.96,47.49,90.92,866.6,31.3,21.82,272.0,97.8,88.4,99.9,2010,0,1,0,0,0,0
1200,מודיעין-מכבים-רעות*,2020,Knesset_23,47710,0.1131838189058897,38.69607184824576,58.410273627664935,2.627161322813497,0.26649320127581,11.1,0.1,0.45,2.94,35.9,15137.793179916318,39.55,17.89,1.7044462264991536,1958.7,8.3,6.64,16.53,17.8,55.9,20.74859756806153,6.34,82.2,51.01,92.21,869.0,31.5,21.03,1926.0,97.8,88.4,100.0,1249,0,1,0,0,0,0
1200,מודיעין-מכבים-רעות*,2021,Knesset_24,48725,1.2991277578245255,44.47725193379356,53.370622972635786,2.0731098727439075,0.0790152208267487,11.36,0.1,0.45,3.1,35.9,16708.02,40.0,18.1,1.6789014551406565,2009.1,8.59,6.59,15.94,14.7,56.96,19.434174073349332,6.1,87.77,52.68,92.82,863.0,31.9,21.42,1158.0,97.8,88.4,100.0,1690,0,1,0,0,0,0
1200,מודיעין-מכבים-רעות,2022,Knesset_25,51545,1.5520419051314385,36.468617597792885,60.68972312543107,2.644595526652872,0.1970637501231648,11.5,,0.45,3.11,36.1,17628.12,41.66,16.9,1.695934380216252,2052.0,8.56,6.5,15.66,21.8,58.03,17.68669878573855,6.33,88.14,53.82,91.94,855.0,32.1,21.49,215.25,97.7,,100.0,1599,0,1,0,0,0,0
122,רמת ישי,2019,Knesset_21,4274,0.2339728591483388,33.911819887429644,65.03283302063791,0.9615384615384616,0.0938086303939962,5.0,0.2,0.44,1.43,61.7,13145.61,43.0,15.56,1.6972039503932617,3434.1,6.77,6.1,17.29,22.3,52.18,7.366712448495442,2.08,75.76,37.5,79.8,912.2,29.5,18.8,25.0,97.9,100.0,99.8,153,0,1,0,0,0,0
122,רמת ישי,2019,Knesset_22,4190,0.3818615751789976,29.85146142788692,68.6152371825587,1.5093435553425971,0.0239578342117872,5.0,0.2,0.44,1.43,61.7,13145.61,43.0,15.56,1.6972039503932617,3434.1,6.77,6.1,17.29,22.3,52.18,7.366712448495442,2.08,75.76,37.5,79.8,912.2,29.5,18.8,25.0,97.9,100.0,99.8,153,0,1,0,0,0,0
122,רמת ישי,2020,Knesset_23,4234,0.0944733112895607,33.64066193853428,64.30260047281324,1.867612293144208,0.1891252955082742,4.9,0.2,0.44,2.11,61.8,13608.676765267175,39.12,17.54,1.7581187010078387,3386.1,8.93,7.37,17.91,15.7,53.5,8.484234519437761,2.23,82.46,29.29,86.84,841.0,30.2,17.35,165.0,97.2,100.0,99.9,153,0,1,0,0,0,0
122,רמת ישי,2021,Knesset_24,4284,1.2371615312791784,39.58874970456157,58.92224060505791,1.46537461593004,0.0236350744504845,5.24,0.2,0.44,2.26,61.2,14830.2,40.0,15.4,1.6110787334558163,3460.4,8.27,7.1,17.59,8.7,54.89,9.16862842274811,2.05,76.92,35.63,87.69,887.0,31.5,17.46,96.0,97.0,100.0,99.9,185,0,1,0,0,0,0
122,רמת ישי,2022,Knesset_25,4355,1.515499425947187,32.33854045231988,66.05269293541618,1.5155047796689205,0.0932618325950104,5.2,,0.44,2.24,60.3,15447.15,40.99,11.7,1.6587300842406862,3481.4,7.91,6.9,17.54,24.6,56.87,10.098882841874895,2.73,78.85,35.16,83.65,899.0,30.71,17.4,21.42,97.2,,99.9,177,0,1,0,0,0,0
1224,כוכב יאיר,2019,Knesset_21,6008,0.2330226364846871,29.56289622956289,69.90323656990324,0.4671338004671337,0.0667334000667334,5.8,0.2,0.49,1.73,40.2,13721.87,44.0,15.16,1.600177966398204,3040.1,6.5,5.4,13.18,19.6,62.77,6.143565423582669,2.79,89.16,51.3,93.37,893.1,30.4,20.47,13.0,99.0,87.9,99.8,184,0,1,0,0,0,0
1224,כוכב יאיר,2019,Knesset_22,5813,0.1720282126268708,25.400654833706703,73.8238841978287,0.6892986386351887,0.0861623298293985,5.8,0.2,0.49,1.73,40.2,13721.87,44.0,15.16,1.600177966398204,3040.1,6.5,5.4,13.18,19.6,62.77,6.143565423582669,2.79,89.16,51.3,93.37,893.1,30.4,20.47,13.0,99.0,87.9,99.8,184,0,1,0,0,0,0
1224,כוכב יאיר,2020,Knesset_23,5765,0.0173460537727666,27.706453851492014,71.33934767522554,0.7633587786259541,0.1908396946564885,6.4,0.2,0.49,2.22,41.0,15681.273410688022,40.28,17.85,1.7317947373022118,2862.1,7.11,5.45,13.15,18.1,65.0,6.639954207212364,2.71,90.75,18.5,92.49,725.0,30.7,21.97,86.0,99.0,87.9,99.8,184,0,1,0,0,0,0
1224,כוכב יאיר,2021,Knesset_24,5824,1.1847527472527473,31.5377932232841,67.85403996524761,0.469157254561251,0.1390095569070373,6.5,0.2,0.49,3.2,41.2,17891.97,41.0,17.7,1.6448509727853091,2932.2,6.67,5.79,13.64,9.8,65.97,6.369426751592357,2.33,91.33,45.8,94.8,769.0,31.8,21.22,60.0,98.9,87.9,99.8,243,0,1,0,0,0,0
1224,כוכב יאיר,2022,Knesset_25,5701,1.3857218031924223,24.17289220917823,74.91995731056564,0.6759160441124155,0.231234436143721,6.4,,0.49,2.12,42.1,20689.0,42.68,16.3,1.758945864613513,2941.3,4.69,5.4,14.06,19.1,67.18,6.23848387017715,2.49,84.18,43.94,89.24,787.0,31.49,20.74,60.0,98.8,,99.8,184,0,1,0,0,0,0
1247,חריש,2019,Knesset_21,3368,0.5641330166270784,58.25619587936698,30.008957897879963,11.316810988354732,0.4180352343983278,17.2,1.7,0.37,2.16,52.0,9224.82,38.0,7.88,1.768232312924663,4365.5,26.74,17.3,26.69,45.3,28.99,9.204892182251736,24.6,59.52,21.47,64.29,1031.3,26.9,9.65,95.0,91.7,98.4,98.3,1655,0,1,0,0,0,0
1247,חריש,2019,Knesset_22,4280,0.6308411214953271,47.80155184575594,35.81001645897014,15.565483188337645,0.8229485069362802,17.2,1.7,0.37,2.16,52.0,9224.82,38.0,7.88,1.768232312924663,4365.5,26.74,17.3,26.69,45.3,28.99,9.204892182251736,24.6,59.52,21.47,64.29,1031.3,26.9,9.65,95.0,91.7,98.4,98.3,1655,0,1,0,0,0,0
1247,חריש,2020,Knesset_23,5135,0.1947419668938656,49.15121951219512,31.629268292682926,17.892682926829266,1.326829268292683,15.5,1.7,0.37,,50.8,8746.50704803613,37.23,8.31,1.7914159011719988,2807.9,35.0,21.4,28.6,78.9,27.7,17.785046251341544,23.35,58.46,50.0,69.23,1051.0,28.6,7.94,480.0,92.4,98.4,98.5,2371,0,1,0,0,0,0
1247,חריש,2021,Knesset_24,7358,2.5006795324816524,52.81572344577642,29.913576805129637,16.950097574574855,0.3206021745190967,16.36,1.7,0.37,3.61,49.7,10398.32,38.0,7.4,1.6028906233511813,3875.4,37.1,20.73,27.57,55.2,26.78,12.9230541361179,24.3,53.28,26.37,65.69,1048.0,29.6,8.43,358.0,91.9,98.4,98.5,2776,0,1,0,0,0,0
1247,חריש,2022,Knesset_25,12271,1.923233640290115,48.90735355213959,29.53884503531367,20.548400498545902,1.0054009140008309,17.4,,0.37,,49.0,10625.43,37.91,5.6,1.5793814308923522,3736.3,33.95,19.3,26.91,58.8,27.0,10.515237657852143,25.5,48.89,26.81,66.67,1057.0,30.37,9.19,140.67,91.1,,98.6,2564,0,1,0,0,0,0
1263,כפר ורדים,2019,Knesset_21,3443,0.4647110078419982,21.73913043478261,77.03530784943099,0.4377006127808579,0.7878611030055441,9.4,5.2,0.54,4.2,53.2,13490.73,46.0,12.02,1.7096156150159745,1177.6,1.06,3.6,12.4,10.2,55.31,6.8205666316894025,2.42,80.7,48.48,82.46,990.9,31.5,20.95,18.0,95.3,21.5,94.8,139,0,1,0,0,0,0
1263,כפר ורדים,2019,Knesset_22,3300,0.3333333333333333,17.634539373669806,80.84524171480693,0.5776831863788386,0.9425357251444209,9.4,5.2,0.54,4.2,53.2,13490.73,46.0,12.02,1.7096156150159745,1177.6,1.06,3.6,12.4,10.2,55.31,6.8205666316894025,2.42,80.7,48.48,82.46,990.9,31.5,20.95,18.0,95.3,21.5,94.8,139,0,1,0,0,0,0
1263,כפר ורדים,2020,Knesset_23,3231,0.0,19.653358093469517,78.08727948003714,0.7118539151965335,1.547508511296812,7.9,5.2,0.54,3.75,53.0,16471.48598130841,39.46,13.27,2.249678249678249,1131.0,3.28,4.02,13.64,9.2,54.8,7.101238164603059,2.76,86.14,23.4,88.12,857.0,31.0,20.14,115.0,95.6,21.5,96.8,123,0,1,0,0,0,0
1263,כפר ורדים,2021,Knesset_24,3248,2.70935960591133,27.468354430379748,71.0126582278481,0.2215189873417721,1.2974683544303798,8.39,5.2,0.54,2.72,53.1,16644.41,40.0,15.3,2.097420743998534,1139.1,0.0,3.85,12.87,5.1,56.84,4.881576568432472,2.92,81.25,50.27,85.94,870.0,31.5,20.61,83.0,94.8,21.5,96.1,148,0,1,0,0,0,0
1263,כפר ורדים,2022,Knesset_25,3152,2.062182741116751,18.820861678004537,78.10171687722708,0.3563330093942338,2.7210884353741496,9.0,4.2,0.54,3.9,53.3,17033.07,43.05,12.6,2.0297941322935764,1145.5,3.79,3.9,13.05,10.9,56.33,5.393762652868224,3.62,84.76,53.76,87.62,885.0,31.99,20.55,16.25,94.4,19.5,95.8,154,0,1,0,0,0,0
1268,מיתר,2019,Knesset_21,5144,0.291601866251944,45.07701306297524,53.792162214856695,0.9358549424839152,0.1949697796841489,5.4,2.5,0.44,2.44,63.9,15289.65,42.0,14.02,1.5941281545737973,480.7,8.72,6.5,17.26,28.4,63.52,7.985574446161773,2.87,84.97,37.24,88.24,997.3,32.5,19.14,23.0,98.2,94.9,97.5,177,0,1,0,0,0,0
1268,מיתר,2019,Knesset_22,5173,0.3866228494104001,38.77352998253444,58.93654182029886,1.6689307199689505,0.6209974771977489,5.4,2.5,0.44,2.44,63.9,15289.65,42.0,14.02,1.5941281545737973,480.7,8.72,6.5,17.26,28.4,63.52,7.985574446161773,2.87,84.97,37.24,88.24,997.3,32.5,19.14,23.0,98.2,94.9,97.5,177,0,1,0,0,0,0
1268,מיתר,2020,Knesset_23,5305,0.0754005655042412,43.02961705338616,54.36710054706659,1.584606677985286,1.0186757215619695,5.5,2.5,0.44,2.33,64.4,16760.841193809876,36.47,16.36,1.7651207168339833,257.1,10.93,7.95,19.04,35.6,64.2,8.817635270541082,2.74,82.21,29.11,87.73,906.0,32.7,17.26,184.0,98.2,94.9,98.5,332,0,1,0,0,0,0
1268,מיתר,2021,Knesset_24,5512,1.36066763425254,50.06437373551591,48.0044141990068,1.28747471031819,0.643737355159095,5.66,2.5,0.44,3.06,64.4,17347.32,37.0,19.0,1.6338577939561678,436.0,12.17,7.65,18.87,24.0,64.95,7.288215806909608,2.41,85.25,42.11,91.24,926.0,33.5,17.57,111.0,98.1,94.9,98.1,365,0,1,0,0,0,0
1268,מיתר,2022,Knesset_25,5793,1.294665976178146,44.68345575376006,52.27352221056314,2.028681357117873,1.0143406785589366,5.5,,0.44,2.39,64.4,18677.74,39.35,18.1,1.6911757004827106,451.8,10.41,6.9,18.53,24.4,66.44,7.856134087765806,2.52,89.57,44.66,93.91,943.0,33.5,17.82,29.5,98.0,,98.1,288,0,1,0,0,0,0
1271,להבים,2019,Knesset_21,3796,0.1580611169652265,31.820580474934037,66.72823218997361,0.5013192612137204,0.949868073878628,5.8,8.0,0.47,,68.9,16035.35,41.0,21.25,1.49595390524968,704.7,6.14,6.2,13.98,17.8,70.26,6.743002544529262,1.42,82.81,,87.5,1027.6,,19.26,16.0,97.7,94.9,92.0,111,0,1,0,0,0,0
1271,להבים,2019,Knesset_22,3720,0.3494623655913978,27.488535203668736,70.38036147828433,0.8362557323981658,1.2948475856487724,5.8,8.0,0.47,,68.9,16035.35,41.0,21.25,1.49595390524968,704.7,6.14,6.2,13.98,17.8,70.26,6.743002544529262,1.42,82.81,,87.5,1027.6,,19.26,16.0,97.7,94.9,92.0,111,0,1,0,0,0,0
1271,להבים,2020,Knesset_23,3747,0.0800640512409927,30.074786324786324,67.12072649572649,0.9882478632478632,1.8162393162393164,5.4,8.0,0.47,,68.7,18508.27533460803,36.84,23.16,1.7572960095294818,600.2,6.56,5.62,13.91,21.2,70.6,6.871825515386914,1.34,85.09,,90.35,866.0,,19.51,101.0,97.9,94.9,96.7,153,0,1,0,0,0,0
1271,להבים,2021,Knesset_24,3781,1.031473155249934,38.37520042757884,59.513629075360775,0.5611972207375735,1.549973276322822,5.62,8.0,0.47,3.03,69.4,20198.57,37.0,19.9,1.72870041091455,625.6,7.02,5.68,13.92,14.1,70.83,6.3064354307008745,1.25,92.19,41.51,95.31,897.0,33.3,19.36,69.0,97.8,94.9,96.3,198,0,1,0,0,0,0
1271,להבים,2022,Knesset_25,3902,0.8200922603792926,32.015503875969,64.83204134366926,0.8010335917312662,2.351421188630491,5.9,4.4,0.47,2.24,70.0,21673.31,40.83,19.9,1.7747146876297166,647.3,7.33,6.0,14.09,17.6,71.08,4.571327250235839,1.56,80.29,37.74,86.13,934.0,30.94,18.77,10.0,97.6,91.5,95.6,175,0,1,0,0,0,0
1286,שגב-שלום,2019,Knesset_21,1999,0.7003501750875438,1.1586901763224182,3.677581863979849,0.0503778337531486,95.11335012594458,0.7,99.8,0.32,5.16,75.8,5532.97,36.0,6.75,1.4662591248944106,1139.0,24.84,14.3,15.62,45.8,7.6,161.57091853294384,54.05,30.98,26.08,36.41,1114.0,34.2,9.62,32.0,45.7,100.0,0.2,,1,0,0,0,0,0
1286,שגב-שלום,2019,Knesset_22,3024,1.0251322751322751,0.8686936184430336,2.171734046107584,0.133645172068159,96.82592716338122,0.7,99.8,0.32,5.16,75.8,5532.97,36.0,6.75,1.4662591248944106,1139.0,24.84,14.3,15.62,45.8,7.6,161.57091853294384,54.05,30.98,26.08,36.41,1114.0,34.2,9.62,32.0,45.7,100.0,0.2,,1,0,0,0,0,0
1286,שגב-שלום,2020,Knesset_23,3347,0.8664475649835675,0.7233273056057866,0.6027727546714888,0.3918022905364677,98.28209764918626,0.0,99.9,0.32,3.15,75.9,5868.639383871942,33.62,7.13,1.4872420678943865,840.2,31.48,16.73,14.47,63.7,7.8,220.54035025961454,51.82,42.06,69.92,55.14,1363.0,34.0,8.05,164.0,45.7,100.0,0.2,20,1,0,0,0,0,0
1286,שגב-שלום,2021,Knesset_24,2693,0.8169327887114741,0.9734181954324224,0.7487832272557094,2.8828154249344813,95.3949831523774,0.01,99.9,0.32,9.71,75.2,7245.07,35.0,7.9,1.4683680875340932,877.3,31.94,16.81,14.27,61.3,8.13,208.25958702064898,49.31,40.83,33.96,51.83,1338.0,34.0,8.26,122.0,45.7,100.0,0.2,44,1,0,0,0,0,0
1286,שגב-שלום,2022,Knesset_25,3187,0.5334170065892689,1.7981072555205049,0.914826498422713,0.1577287066246056,97.1293375394322,0.01,99.9,0.32,3.13,74.7,7550.22,35.76,8.1,1.4982986139928625,927.2,34.34,17.1,14.27,61.4,8.63,194.49822806452335,52.13,36.27,33.96,58.82,1321.0,34.23,8.21,29.08,,100.0,,63,1,0,0,0,0,0
1290,זמר,2019,Knesset_21,2051,0.9751340809361289,2.363367799113737,18.709995076317085,5.071393402264894,73.85524372230428,0.5,100.0,0.37,2.62,56.2,7133.98,43.0,14.65,1.601531124261692,932.8,16.03,9.3,19.81,41.9,12.73,29.72972972972973,16.31,52.14,41.73,57.86,710.9,33.1,16.58,25.0,28.3,100.0,,36,1,0,0,0,0,0
1290,זמר,2019,Knesset_22,2841,1.2319605772615276,0.4632929436920884,4.597291518175338,0.962223806129722,93.97719173200284,0.5,100.0,0.37,2.62,56.2,7133.98,43.0,14.65,1.601531124261692,932.8,16.03,9.3,19.81,41.9,12.73,29.72972972972973,16.31,52.14,41.73,57.86,710.9,33.1,16.58,25.0,28.3,100.0,,36,1,0,0,0,0,0
1290,זמר,2020,Knesset_23,3209,0.4674353381115612,0.3130870381966186,1.0018785222291795,0.1878522229179711,98.49718221665624,0.1,99.9,0.37,2.83,57.1,7251.2879905576865,37.17,17.25,1.7264354301391338,880.7,16.31,10.73,18.97,47.3,14.0,29.64699393270822,16.55,63.06,25.26,78.38,835.0,33.5,14.75,207.0,28.3,99.9,,24,1,0,0,0,0,0
1290,זמר,2021,Knesset_24,1885,0.4244031830238726,2.344166222695791,6.60628662759723,0.1065530101225359,90.94299413958444,0.08,99.9,0.37,1.14,58.2,8306.91,38.0,19.6,1.641164853633097,893.8,15.33,10.52,19.18,49.9,15.09,27.581521739130434,15.22,66.17,51.37,89.47,823.0,33.2,14.8,131.0,28.3,99.9,,17,1,0,0,0,0,0
1290,זמר,2022,Knesset_25,2818,0.5322924059616749,0.4281127363539065,1.4270424545130218,0.071352122725651,98.07349268640742,0.1,99.9,0.37,2.87,58.5,8884.54,38.46,20.3,1.6967015385958812,895.2,15.52,9.9,19.19,57.4,16.19,26.284028429663405,16.63,47.97,52.44,87.8,818.0,32.16,14.74,16.92,,100.0,,20,1,0,0,0,0,0
1292,ג'דיידה-מכר,2019,Knesset_21,6214,5.11747666559382,1.0854816824966078,7.581411126187246,1.1194029850746268,90.21370420624152,0.5,99.9,0.37,3.06,84.8,6258.65,39.0,12.46,1.5459826352320691,2215.8,13.47,7.4,19.07,35.2,10.03,14.640925107945804,30.3,53.46,35.94,61.5,638.0,31.9,18.71,131.0,46.1,93.4,0.1,67,1,0,0,0,0,0
1292,ג'דיידה-מכר,2019,Knesset_22,8967,1.8289282926285269,0.5679881858457344,2.987617857548563,0.5111893672611609,95.93320458934454,0.5,99.9,0.37,3.06,84.8,6258.65,39.0,12.46,1.5459826352320691,2215.8,13.47,7.4,19.07,35.2,10.03,14.640925107945804,30.3,53.46,35.94,61.5,638.0,31.9,18.71,131.0,46.1,93.4,0.1,67,1,0,0,0,0,0
1292,ג'דיידה-מכר,2020,Knesset_23,10015,0.5391912131802297,0.4116052605160124,0.8633671318140749,0.2810962754743499,98.44393133219556,0.0,99.9,0.37,3.23,84.9,6537.150564617315,36.49,12.78,1.6858472604188703,2346.4,12.42,8.92,18.32,45.5,10.9,14.10761154855643,30.18,50.78,38.54,73.06,739.0,32.0,17.52,776.0,46.1,92.8,0.1,54,1,0,0,0,0,0
1292,ג'דיידה-מכר,2021,Knesset_24,6121,0.5554647933344226,2.759980285855101,4.550681780844423,0.2957121734844751,92.393625759816,0.03,99.8,0.37,10.0,85.3,7901.34,37.0,14.9,1.5730406165382211,2365.2,10.32,8.55,18.37,45.6,11.35,12.647045148091319,30.19,55.97,45.7,82.1,716.0,32.3,17.7,549.0,46.1,92.8,0.1,62,1,0,0,0,0,0
1292,ג'דיידה-מכר,2022,Knesset_25,8115,0.8502772643253234,1.1807109122545365,2.274422073079791,0.1491424310216256,96.39572458364404,0.03,99.8,0.37,3.33,85.5,8271.49,37.63,16.7,1.6021129940587162,2377.3,10.71,8.2,18.47,36.8,11.94,13.32310045201394,33.31,57.85,49.54,80.92,695.0,32.28,17.93,100.0,,92.9,,58,1,0,0,0,0,0
1295,יאנוח-ג'ת,2019,Knesset_21,2583,25.00967866821525,25.451729478575118,71.45069695405266,1.1874032008260196,1.910170366546205,0.1,100.0,0.38,3.35,84.9,7991.74,36.0,13.74,2.295977104525353,507.2,12.08,8.3,22.56,43.8,16.21,11.927272727272728,3.83,60.34,47.83,82.76,713.2,33.2,16.92,23.0,100.0,,,9,1,0,0,0,0,1
1295,יאנוח-ג'ת,2019,Knesset_22,2580,0.2325581395348837,31.23543123543124,61.577311577311576,4.817404817404817,2.36985236985237,0.1,100.0,0.38,3.35,84.9,7991.74,36.0,13.74,2.295977104525353,507.2,12.08,8.3,22.56,43.8,16.21,11.927272727272728,3.83,60.34,47.83,82.76,713.2,33.2,16.92,23.0,100.0,,,9,1,0,0,0,0,1
1295,יאנוח-ג'ת,2020,Knesset_23,2592,0.1543209876543209,33.23029366306028,59.23493044822257,3.786707882534776,3.74806800618238,0.0,100.0,0.38,3.44,84.5,8026.108335841108,35.1,16.03,2.2735607675906184,499.8,14.27,8.8,21.79,43.0,16.9,11.217712177121772,3.76,68.38,30.68,87.18,716.0,32.5,15.23,137.0,100.0,0.1,,14,1,0,0,0,0,1
1295,יאנוח-ג'ת,2021,Knesset_24,2131,0.7508212106992023,31.11111111111111,56.87943262411348,9.267139479905437,2.7423167848699763,0.0,100.0,0.38,3.46,82.6,8501.49,35.0,15.0,1.8747154656048632,505.4,13.36,8.58,21.76,46.5,17.58,5.984527806159685,3.61,55.38,53.13,84.62,702.0,32.3,15.71,82.0,100.0,0.1,,14,1,0,0,0,0,1
1295,יאנוח-ג'ת,2022,Knesset_25,1905,0.8923884514435696,8.951271186440678,79.71398305084746,3.5487288135593222,7.786016949152542,0.0,100.0,0.38,3.61,82.3,8879.34,36.89,15.8,1.9486557788311016,511.3,11.9,8.4,22.02,59.0,18.4,5.339028296849974,4.3,60.2,57.69,84.69,687.0,32.89,16.08,12.5,,0.1,,12,1,0,0,0,0,1
1296,כסרא-סמיע,2019,Knesset_21,3874,3.304078471863707,39.21516284036306,55.60597971169248,3.577148958889482,1.601708489054992,0.2,99.9,0.38,3.58,62.2,8243.97,36.0,13.61,2.423344570562583,651.1,20.08,9.8,22.99,65.0,13.11,17.793208202235,14.71,55.7,35.51,93.29,761.0,31.4,14.27,31.0,20.0,1.1,0.1,14,1,0,0,0,0,1
1296,כסרא-סמיע,2019,Knesset_22,1793,0.3904071388733965,13.60582306830907,79.28331466965287,0.2239641657334826,6.886898096304591,0.2,99.9,0.38,3.58,62.2,8243.97,36.0,13.61,2.423344570562583,651.1,20.08,9.8,22.99,65.0,13.11,17.793208202235,14.71,55.7,35.51,93.29,761.0,31.4,14.27,31.0,20.0,1.1,0.1,14,1,0,0,0,0,1
1296,כסרא-סמיע,2020,Knesset_23,3427,0.3501604902246863,40.64421669106881,50.83455344070278,0.0878477306002928,8.433382137628112,0.0,100.0,0.38,3.41,66.2,8110.4509952129,33.94,10.88,2.352422907488987,633.3,19.57,10.33,21.08,74.3,13.5,18.404907975460123,13.22,64.29,28.5,96.1,814.0,30.8,13.17,207.0,20.0,1.1,0.1,13,1,0,0,0,0,1
